link,name,organization,date,location,killed,type_of_death,
https://cpj.org/data/people/fadhil-hazem-fadhil/,Fadhil Hazem Fadhil,Al-Hurriya,"April 14, 2005",Iraq,Killed,Crossfire,
https://cpj.org/data/people/fadila-nejma/,Fadila Nejma,Echourouk,"June 14, 2001",Algeria,Killed,Dangerous Assignment,
https://cpj.org/data/people/faisal-arefin-dipan/,Faisal Arefin Dipan,Jagriti Prokashoni,"October 31, 2015",Bangladesh,Killed,Murder,
https://cpj.org/data/people/faisal-qureshi/,Faisal Qureshi,The London Post,"October 7, 2011",Pakistan,Killed,Murder,
https://cpj.org/data/people/fakher-haider/,Fakher Haider,The New York Times,"September 19, 2005",Iraq,Killed,Murder,
https://cpj.org/data/people/falah-khalaf-al-diyali/,Falah Khalaf al-Diyali,Al-Sa'a,"January 15, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/farag-fouda/,Farag Fouda,October,"June 8, 1992",Egypt,Killed,Murder,
https://cpj.org/data/people/farah-ziane/,Farah Ziane,Révolution Africaine,"October 20, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/fares-hamadi/,Fares Hamadi,Eye on the Homeland,"October 30, 2015",Turkey,Killed,Murder,
https://cpj.org/data/people/farhad-taqaddosi/,Farhad Taqaddosi,Press TV,"September 20, 2011",Afghanistan,Killed,Crossfire,
https://cpj.org/data/people/farhan-jeemis-abdulle/,Farhan Jeemis Abdulle,Radio Daljir and Simba Radio,"May 2, 2012",Somalia,Killed,Murder,
https://cpj.org/data/people/farkhad-kerimov/,Farkhad Kerimov,Associated Press TV,"May 29, 1995",Russia,Killed,Crossfire,
https://cpj.org/data/people/fausto-gabriel-alcaraz-garay/,Fausto Gabriel Alcaraz Garay,Radio Amambay,"May 16, 2014",Paraguay,Killed,Murder,
https://cpj.org/data/people/fazal-wahab/,Fazal Wahab,freelance,"January 21, 2003",Pakistan,Killed,Murder,
https://cpj.org/data/people/felix-solovyov/,Felix Solovyov,freelance,"February 26, 1996",Russia,Killed,Murder,
https://cpj.org/data/people/feng-zhaoxia/,Feng Zhaoxia,Gejie Daobao,"January 15, 2001",China,Killed,Murder,
https://cpj.org/data/people/ferdinand-reyes/,Ferdinand Reyes,Press Freedom,"February 13, 1996",Philippines,Killed,Murder,
https://cpj.org/data/people/ferhat-cherkit/,Ferhat Cherkit,El Moudjahid,"June 7, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/ferhat-tepe/,Ferhat Tepe,Ozgur Gundem,"July 28, 1993",Turkey,Killed,Murder,
https://cpj.org/data/people/fernando-batul/,Fernando Batul,DZRH and DYPR,"May 22, 2006",Philippines,Killed,Murder,
https://cpj.org/data/people/fernando-marcelino/,Fernando Marcelino,Jango,"October 20, 1992",Angola,Killed,Murder,
https://cpj.org/data/people/fernando-razon/,Fernando Razon,Periodico Ini,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/fernando-solijon/,Fernando Solijon,DxLS Love Radio,"August 29, 2013",Philippines,Killed,Murder,
https://cpj.org/data/people/ferzat-jarban/,Ferzat Jarban,Freelance,"November 19 or 20, 2011",Syria,Killed,Dangerous Assignment,
https://cpj.org/data/people/fesshaye-joshua-yohannes/,"Fesshaye ""Joshua"" Yohannes",Setit,on an unknown date (death disclosed February 2007),Eritrea,Killed,Dangerous Assignment,
https://cpj.org/data/people/fidaa-al-baali/,Fidaa al-Baali,Orient News,"July 5, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/fidelis-ikwuebe/,Fidelis Ikwuebe,Freelancer,"April 18, 1999",Nigeria,Killed,Murder,
https://cpj.org/data/people/filadelfo-sanchez-sarmiento/,Filadelfo Sánchez Sarmiento,La Favorita 103.3FM La Voz de la Sierra Sur,"July 2, 2015",Mexico,Killed,Murder,
https://cpj.org/data/people/filaih-wuday-mijthab/,Filaih Wuday Mijthab,Al-Sabah,"June 17, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/filolisho-khilvatshoev/,Filolisho Khilvatshoev,Payomi Dushanbe,"December, 1992",Tajikistan,Killed,Murder,
https://cpj.org/data/people/firas-al-baher/,Firas al-Baher,Nineveh al-Ghad,"May 1, 2015",Iraq,Killed,Murder,
https://cpj.org/data/people/firas-maadidi/,Firas Maadidi,As-Saffir and Al-Masar,"September 20, 2005",Iraq,Killed,Murder,
https://cpj.org/data/people/firas-mohammed-attiyah/,Firas Mohammed Attiyah,Fallujah TV,"January 20, 2014",Iraq,Killed,Dangerous Assignment,
https://cpj.org/data/people/flavio-bedoya/,Flavio Bedoya,Voz,"April 27, 2001",Colombia,Killed,Murder,
https://cpj.org/data/people/flor-alba-nunez-vargas/,Flor Alba Núñez Vargas,Red Noticias and La Preferida Estereo,"September 10, 2015",Colombia,Killed,Murder,
https://cpj.org/data/people/francis-nyaruri/,Francis Nyaruri,Weekly Citizen,January 2009,Kenya,Killed,Murder,
https://cpj.org/data/people/francis-tomasic/,Francis Tomasic,freelance,"May 1, 1994",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/francisco-arratia-saldierna/,Francisco Arratia Saldierna,freelance,"August 31, 2004",Mexico,Killed,Murder,
https://cpj.org/data/people/francisco-castro-menco/,Francisco Castro Menco,Fundación Cultural,"November 8, 1997",Colombia,Killed,Murder,
https://cpj.org/data/people/francisco-gomes-de-medeiros/,Francisco Gomes de Medeiros,Radio Caicó,"October 18, 2010",Brazil,Killed,Murder,
https://cpj.org/data/people/francisco-javier-ortiz-franco/,Francisco Javier Ortiz Franco,Zeta,"June 22, 2004",Mexico,Killed,Murder,
https://cpj.org/data/people/francisco-parada/,Francisco Parada,Unknown,"January 1, 1993",El Salvador,Killed,Murder,
https://cpj.org/data/people/francisco-romero-diaz/,Francisco Romero Díaz,"Quintana Roo Hoy,Ocurrió Aquí,Quinta Fuerza","May 16, 2019",Mexico,Killed,Murder,
https://cpj.org/data/people/freddy-elles-ahumada/,Freddy Elles Ahumada,Freelancer,"March 18, 1997",Colombia,Killed,Murder,
https://cpj.org/data/people/fuad-muhammad-syafruddin/,Fuad Muhammad Syafruddin,Bernas,"August 16, 1996",Indonesia,Killed,Murder,
https://cpj.org/data/people/g-raja-sekhar/,G. Raja Sekhar,Eenadu Television (E-TV),"November 19, 1997",India,Killed,Dangerous Assignment,
https://cpj.org/data/people/gabriel-cruz-diaz/,Gabriel Cruz Díaz,El Heraldo,"November 11, 1995",Colombia,Killed,Murder,
https://cpj.org/data/people/gabriel-gruener/,Gabriel Gruener,Stern,"June 13, 1999",Yugoslavia,Killed,Crossfire,
https://cpj.org/data/people/gabrielle-marian-hulsen/,Gabrielle Marian Hulsen,Freelancer,"August 18, 1992",Lebanon,Killed,Murder,
https://cpj.org/data/people/gadzhimurad-kamalov/,Gadzhimurad Kamalov,Chernovik,"December 15, 2011",Russia,Killed,Murder,
https://cpj.org/data/people/gauri-lankesh/,Gauri Lankesh,Gauri Lankesh Patrike,"September 5, 2017",India,Killed,Murder,
https://cpj.org/data/people/gautam-das/,Gautam Das,Samakal,"November 17, 2005",Bangladesh,Killed,Murder,
https://cpj.org/data/people/gebran-tueni/,Gebran Tueni,Al-Nahar,"December 12, 2005",Lebanon,Killed,Murder,
https://cpj.org/data/people/gelson-domingos-da-silva/,Gelson Domingos da Silva,Bandeirantes TV,"November 6, 2011",Brazil,Killed,Dangerous Assignment,
https://cpj.org/data/people/gene-boyd-lumawag/,Gene Boyd Lumawag,MindaNews,"November 12, 2004",Philippines,Killed,Murder,
https://cpj.org/data/people/gennady-pavlyuk-ibragim-rustambek/,Gennady Pavlyuk (Ibragim Rustambek),Bely Parokhod,"December 22, 2009",Kazakhstan,Killed,Murder,
https://cpj.org/data/people/georg-friderich-pfuhl/,Georg Friderich Pfuhl,FADMST,"September 19, 1992",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/george-abanga/,George Abanga,"Success FM, Peace FM","September 10, 2015",Ghana,Killed,Murder,
https://cpj.org/data/people/george-vigo/,George Vigo,Union of Catholic Asian News,"June 19, 2006",Philippines,Killed,Murder,
https://cpj.org/data/people/georges-wolinski/,Georges Wolinski,Charlie Hebdo,"January 7, 2015",France,Killed,Murder,
https://cpj.org/data/people/georgy-chanya/,Georgy Chanya,Resonants,"May 26, 1998",Georgia,Killed,Crossfire,
https://cpj.org/data/people/georgy-gongadze/,Georgy Gongadze,Ukrainska Pravda,"September 16, 2000",Ukraine,Killed,Murder,
https://cpj.org/data/people/georgy-sanaya/,Georgy Sanaya,Rustavi-2,"July 26, 2001",Georgia,Killed,Murder,
https://cpj.org/data/people/gerald-fischman/,Gerald Fischman,Capital Gazette,"June 28, 2018",USA,Killed,Murder,
https://cpj.org/data/people/gerardo-bedoya-borrero/,Gerardo Bedoya Borrero,El País,"March 20, 1997",Colombia,Killed,Murder,
https://cpj.org/data/people/gerardo-ceferino-servian/,Gerardo Ceferino Servían,Ciudad Nueva FM,"March 5, 2015",Brazil,Killed,Murder,
https://cpj.org/data/people/gerardo-ortega/,Gerardo Ortega,DWAR,"January 24, 2011",Philippines,Killed,Murder,
https://cpj.org/data/people/germain-cyrille-ngota-ngota/,Germain Cyrille Ngota Ngota,Cameroon Express,"April 22, 2010",Cameroon,Killed,Dangerous Assignment,
https://cpj.org/data/people/germain-kennedy-mumbere-muliwavyo/,Germain Kennedy Mumbere Muliwavyo,Radio Télévision Muungano,"February 16, 2014",Democratic Republic of the Congo,Killed,Crossfire,
https://cpj.org/data/people/german-vallecillo-jr/,German Vallecillo Jr.,Canal 45TV,"July 1, 2020",Honduras,Killed,Murder,
https://cpj.org/data/people/ghaith-abd-al-jawad/,Ghaith Abd al-Jawad,Qaboun Media Center,"March 10, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/gharib-mohamed-salih/,Gharib Mohamed Salih,Kurdistan TV,"February 1, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/ghazi-rasooli/,Ghazi Rasooli,1TV,"April 30, 2018",Afghanistan,Killed,Murder,
https://cpj.org/data/people/ghislaine-dupont/,Ghislaine Dupont,Radio France Internationale,"November 2, 2013",Mali,Killed,Murder,
https://cpj.org/data/people/ghulam-muhammad-lone/,Ghulam Muhammad Lone,Freelancer,"August 29, 1994",India,Killed,Murder,
https://cpj.org/data/people/ghulam-rasool/,Ghulam Rasool,Online International News Network,"August 28, 2014",Pakistan,Killed,Murder,
https://cpj.org/data/people/ghulam-rasool-birhamani/,Ghulam Rasool Birhamani,Daily Sindhu Hyderabad,"May 9 or 10, 2010",Pakistan,Killed,Murder,
https://cpj.org/data/people/ghulam-rasool-sheikh/,Ghulam Rasool Sheikh,Rehnuma-e-Kashmir and Saffron Times,"April 10, 1996",India,Killed,Murder,
https://cpj.org/data/people/gilbert-munana/,Gilbert Munana,Le Flambeau,"April 8, 1994",Rwanda,Killed,Murder,
https://cpj.org/data/people/gilles-jacquier/,Gilles Jacquier,France 2,"January 11, 2012",Syria,Killed,Dangerous Assignment,
https://cpj.org/data/people/gina-dela-cruz/,Gina Dela Cruz,Saksi News,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/gleydson-carvalho/,Gleydson Carvalho,Radio Liberdade FM 90.3,"August 6, 2015",Brazil,Killed,Murder,
https://cpj.org/data/people/gratien-karambizi/,Gratien Karambizi,Imbaga,"April 9, 1994",Rwanda,Killed,Murder,
https://cpj.org/data/people/greg-hapalla/,Greg Hapalla,DXAS,"September 21, 1992",Philippines,Killed,Murder,
https://cpj.org/data/people/gregorio-jimenez-de-la-cruz/,Gregorio Jiménez de la Cruz,Notisur and Liberal del Sur,"Between February 5 and 11, 2014",Mexico,Killed,Murder,
https://cpj.org/data/people/gregorio-rodriguez-hernandez/,Gregorio Rodríguez Hernández,El Debate,"November 28, 2004",Mexico,Killed,Murder,
https://cpj.org/data/people/grigol-chikhladze/,Grigol Chikhladze,Caucasus Images,"August 10, 2008",Georgia,Killed,Crossfire,
https://cpj.org/data/people/guido-puletti/,Guido Puletti,Freelancer,"May 29, 1993",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/guillaume-barreau-decherf/,Guillaume Barreau-Decherf,Freelance,"November 13, 2015",France,Killed,Dangerous Assignment,
https://cpj.org/data/people/guillermo-bravo-vega/,Guillermo Bravo Vega,Alpevisión Radio,"April 28, 2003",Colombia,Killed,Murder,
https://cpj.org/data/people/guillermo-quiroz-delgado/,Guillermo Quiroz Delgado,Freelance,"November 27, 2012",Colombia,Killed,Dangerous Assignment,
https://cpj.org/data/people/gundars-matiss/,Gundars Matiss,Kurzeme Vards,"November 28, 2001",Latvia,Killed,Murder,
https://cpj.org/data/people/gustavo-rafael-ruiz-cantillo/,Gustavo Rafael Ruiz Cantillo,Radio Galeón,"November 15, 2000",Colombia,Killed,Murder,
https://cpj.org/data/people/gustavo-rojas-gabalo/,Gustavo Rojas Gabalo,Radio Panzenú,"March 20, 2006",Colombia,Killed,Murder,
https://cpj.org/data/people/gustavo-sanchez-cabrera/,Gustavo Sánchez Cabrera,"Panorama Pacífico,Noticias Minuto a Minuto","June 17, 2021",Mexico,Killed,Murder,
https://cpj.org/data/people/guzman-quintero-torres/,Guzmán Quintero Torres,El Pilón,"September 16, 1999",Colombia,Killed,Murder,
https://cpj.org/data/people/gyanendra-khadka/,Gyanendra Khadka,Rastriya Samachar Samiti,"September 7, 2003",Nepal,Killed,Murder,
https://cpj.org/data/people/habiba-ahmed-abd-elaziz/,Habiba Ahmed Abd Elaziz,Al-Jazeera,"August 14, 2013",Egypt,Killed,Crossfire,
https://cpj.org/data/people/habibollah-hosseinzadeh/,Habibollah Hosseinzadeh,Press TV,"May 31, 2017",Afghanistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/hadi-al-mahdi/,Hadi al-Mahdi,Freelance,"September 8, 2011",Iraq,Killed,Murder,
https://cpj.org/data/people/hafiz-akdemir/,Hafiz Akdemir,Ozgur Gundem,"June 8, 1992",Turkey,Killed,Murder,
https://cpj.org/data/people/haidar-al-hussein/,Haidar al-Hussein,Al-Sharq,"May 22, 2008",Iraq,Killed,Murder,
https://cpj.org/data/people/haidar-hashim-suhail/,Haidar Hashim Suhail,Al-Baghdadia TV,"March 10, 2009",Iraq,Killed,Crossfire,
https://cpj.org/data/people/halit-gungen/,Halit Gungen,2000'e Dogru,"February 9, 1992",Turkey,Killed,Murder,
https://cpj.org/data/people/hamid-abed-sarhan/,Hamid Abed Sarhan,freelance,"June 26, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/hamid-al-duleimi/,Hamid al-Duleimi,Nahrain,"March 17, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/hamid-mahiout/,Hamid Mahiout,Liberté,"December 2, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/hamoud-al-jnaid/,Hamoud al-Jnaid,Radio Fresh,"November 23, 2018",Syria,Killed,Murder,
https://cpj.org/data/people/hang-serei-odom/,Hang Serei Odom,Virakchun Khmer Daily,"September 11, 2012",Cambodia,Killed,Murder,
https://cpj.org/data/people/hannibal-cachuela/,Hannibal Cachuela,Punto News,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/hansi-krauss/,Hansi Krauss,Associated Press,"July 12, 1993",Somalia,Killed,Murder,
https://cpj.org/data/people/harb-hazzah-al-duleimi/,Harb Hazzah al-Duleimi,Hona Salaheddin,"July 7, 2017",Iraq,Killed,Crossfire,
https://cpj.org/data/people/harry-burton/,Harry Burton,Reuters Television,"November 19, 2001",Afghanistan,Killed,Murder,
https://cpj.org/data/people/harry-yansaneh/,Harry Yansaneh,For Di People,"July 28, 2005",Sierra Leone,Killed,Murder,
https://cpj.org/data/people/harunur-rashid/,Harunur Rashid,Dainik Purbanchal,"March 2, 2002",Bangladesh,Killed,Murder,
https://cpj.org/data/people/hashim-al-hamran/,Hashim al-Hamran,Al-Masirah TV,"January 22, 2016",Yemen,Killed,Crossfire,
https://cpj.org/data/people/hassan-al-anbaki/,Hassan al-Anbaki,Al-Sharqiya,"January 12, 2016",Iraq,Killed,Murder,
https://cpj.org/data/people/hassan-al-wadhaf/,Hassan al-Wadhaf,Arabic Media Agency,"September 24, 2011",Yemen,Killed,Dangerous Assignment,
https://cpj.org/data/people/hassan-benaouda/,Hassan Benaouda,Algerian Television (ENTV),"March 12, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/hassan-kafi-hared/,Hassan Kafi Hared,Somali National News Agency,"January 28, 2008",Somalia,Killed,Dangerous Assignment,
https://cpj.org/data/people/hassan-mayow-hassan/,Hassan Mayow Hassan,Radio Shabelle,"January 1, 2009",Somalia,Killed,Murder,
https://cpj.org/data/people/hassan-osman-abdi/,Hassan Osman Abdi,Shabelle Media Network,"January 28, 2012",Somalia,Killed,Murder,
https://cpj.org/data/people/hassan-yusuf-absuge/,Hassan Yusuf Absuge,Radio Maanta,"September 21, 2012",Somalia,Killed,Murder,
https://cpj.org/data/people/hassan-zubeyr/,Hassan Zubeyr,Al-Arabiya,"December 3, 2009",Somalia,Killed,Crossfire,
https://cpj.org/data/people/hatem-abu-yehia/,Hatem Abu Yehia,Al-Ikhbariya,"August 10, 2012",Syria,Killed,Unknown,
https://cpj.org/data/people/hawker-faisal-mohammed/,Hawker Faisal Mohammed,Hawar News Agency (ANHA),"October 13, 2017",Syria,Killed,Crossfire,
https://cpj.org/data/people/hayatullah-khan/,Hayatullah Khan,freelance,"June 16, 2006",Pakistan,Killed,Murder,
https://cpj.org/data/people/haymin-mohamed-salih/,Haymin Mohamed Salih,Qulan TV,"February 1, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/heber-lopez-vasquez/,Heber López Vásquez,"NoticiasWeb,RCP Noticias","February 10, 2022",Mexico,Killed,Murder,
https://cpj.org/data/people/hector-ramirez/,Héctor Ramírez,Noti7 and Radio Sonora,"July 24, 2003",Guatemala,Killed,Dangerous Assignment,
https://cpj.org/data/people/hector-sandoval/,Héctor Sandoval,RCN Televisión,"April 12, 2002",Colombia,Killed,Crossfire,
https://cpj.org/data/people/henry-araneta/,Henry Araneta,DZRH,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/herliyanto/,Herliyanto,Radar Surabaya and Jimber News Visioner,"April 29, 2006",Indonesia,Killed,Murder,
https://cpj.org/data/people/hernando-rangel-moreno/,Hernando Rangel Moreno,Freelancer,"April 11, 1999",Colombia,Killed,Murder,
https://cpj.org/data/people/herson-hinolan/,Herson Hinolan,Bombo Radyo,"November 13, 2004",Philippines,Killed,Murder,
https://cpj.org/data/people/hind-ismail/,Hind Ismail,As-Saffir,"September 17, 2005",Iraq,Killed,Murder,
https://cpj.org/data/people/hindia-haji-mohamed/,Hindia Haji Mohamed,"Radio Mogadishu, Somali National TV","December 3, 2015",Somalia,Killed,Murder,
https://cpj.org/data/people/hiro-muramoto/,Hiro Muramoto,Reuters,"April 10, 2010",Thailand,Killed,Dangerous Assignment,
https://cpj.org/data/people/hisham-fares-al-adhami/,Hisham Fares al-Adhami,Freelance,"October 4, 2019",Iraq,Killed,Dangerous Assignment,
https://cpj.org/data/people/hosea-maina/,Hosea Maina,Reuters,"July 12, 1993",Somalia,Killed,Murder,
https://cpj.org/data/people/hozan-abdel-halim-mahmoud/,Hozan Abdel Halim Mahmoud,Freelance,"November 19, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/hrant-dink/,Hrant Dink,Agos,"January 19, 2007",Turkey,Killed,Murder,
https://cpj.org/data/people/humam-najjar-abu-yazan-al-halabi/,Humam Najjar (Abu Yazan al-Halabi),Aleppo Today,"April 16, 2015",Syria,Killed,Crossfire,
https://cpj.org/data/people/humayun-kabir/,Humayun Kabir,Janmabhumi,"June 24, 2004",Bangladesh,Killed,Murder,
https://cpj.org/data/people/huseyin-deniz/,Huseyin Deniz,Ozgur Gundem,"August 9, 1992",Turkey,Killed,Murder,
https://cpj.org/data/people/hussain-nazari/,Hussain Nazari,Rah-E-Farda Radio and Television,"November 17, 2017",Afghanistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/hussam-salama/,Hussam Salama,Al-Aqsa,"November 20, 2012",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/hussam-sarsam/,Hussam Sarsam,Kurdistan TV,"March 14, 2005",Iraq,Killed,Murder,
https://cpj.org/data/people/hussein-al-zubaidi/,Hussein al-Zubaidi,Al-Ahali,"January 28, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/hussein-ali/,Hussein Ali,Al-Shaabiya,"October 12, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/hussein-khattab/,Hussein Khattab,TRT Arabic,"December 12, 2020",Syria,Killed,Murder,
https://cpj.org/data/people/ian-subang/,Ian Subang,Socsargen Today,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/ibrahim-abd-al-qader/,Ibrahim Abd al-Qader,"Eye on the Homeland, Raqqa is Being Slaughtered Silently","October 30, 2015",Turkey,Killed,Murder,
https://cpj.org/data/people/ibrahim-al-munjar/,Ibrahim al-Munjar,Sy24,"May 17, 2018",Syria,Killed,Murder,
https://cpj.org/data/people/ibrahim-goskel/,Ibrahim Goskel,Freelancer,"July 10, 1993",Bosnia,Killed,Dangerous Assignment,
https://cpj.org/data/people/ibrahim-omar/,Ibrahim Omar,Al Jazeera,"July 11, 2016",Syria,Killed,Crossfire,
https://cpj.org/data/people/ibrahim-seneid/,Ibrahim Seneid,Al-Bashara,"June 13, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/igor-aleksandrov/,Igor Aleksandrov,Tor,"July 7, 2001",Ukraine,Killed,Murder,
https://cpj.org/data/people/igor-belozyorov/,Igor Belozyorov,Ostankino State Broadcasting Company,"October 3, 1993",Russia,Killed,Dangerous Assignment,
https://cpj.org/data/people/igor-domnikov/,Igor Domnikov,Novaya Gazeta,"July 16, 2000",Russia,Killed,Murder,
https://cpj.org/data/people/igor-hrushetsky/,Igor Hrushetsky,Freelancer,"May 10, 1996",Ukraine,Killed,Murder,
https://cpj.org/data/people/igor-kornelyuk/,Igor Kornelyuk,VGTRK,"June 17, 2014",Ukraine,Killed,Crossfire,
https://cpj.org/data/people/ihab-mud/,Ihab Mu'd,Al-Sharqiya,"September 13, 2008",Iraq,Killed,Murder,
https://cpj.org/data/people/ihsan-al-buni/,Ihsan al-Buni,Al-Thawra,"July 12, 2012",Syria,Killed,Murder,
https://cpj.org/data/people/ilan-roeh/,Ilan Roeh,Israel Radio,"February 28, 1999",Lebanon,Killed,Crossfire,
https://cpj.org/data/people/ilaria-alpi/,Ilaria Alpi,RAI-3 Television,"March 20, 1994",Somalia,Killed,Murder,
https://cpj.org/data/people/iliyas-hossain/,Iliyas Hossain,Dainik Bijoy,"October 11, 2020",Bangladesh,Killed,Murder,
https://cpj.org/data/people/imad-abu-zahra/,Imad Abu Zahra,freelance,"July 12, 2002",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/imran-shaikh/,Imran Shaikh,Samaa TV,"January 10, 2013",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/indika-pathinivasan/,Indika Pathinivasan,Maharaja Television Network,"December 18, 1999",Sri Lanka,Killed,Dangerous Assignment,
https://cpj.org/data/people/irshad-mastoi/,Irshad Mastoi,"Online International News Network, ARY News","August 28, 2014",Pakistan,Killed,Murder,
https://cpj.org/data/people/isaivizhi-chempiyan/,Isaivizhi Chempiyan,Voice of Tigers,"November 27, 2007",Sri Lanka,Killed,Crossfire,
https://cpj.org/data/people/ishmael-jalloh/,Ishmael Jalloh,Freelancer,"June 3, 1997",Sierra Leone,Killed,Crossfire,
https://cpj.org/data/people/ismael-jaimes/,Ismael Jaimes,La Opinion,"May 6, 1992",Colombia,Killed,Murder,
https://cpj.org/data/people/ismail-amin-ali/,Ismail Amin Ali,freelance,"August 7, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/israel-goncalves-silva/,Israel Gonçalves Silva,Rádio Itaenga FM,"November 10, 2015",Brazil,Killed,Murder,
https://cpj.org/data/people/israel-vazquez-rangel/,Israel Vázquez Rangel,El Salmantino,"November 9, 2020",Mexico,Killed,Dangerous Assignment,
https://cpj.org/data/people/issam-obeid/,Issam Obeid,Freelance,"January 31, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/issam-tillawi/,Issam Tillawi,Voice of Palestine,"September 22, 2002",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,
https://cpj.org/data/people/italo-eduardo-diniz-barros/,Ítalo Eduardo Diniz Barros,Blog Ítalo Diniz,"November 13, 2015",Brazil,Killed,Murder,
https://cpj.org/data/people/ivan-dario-pelayo/,Ivan Darío Pelayo,Llanorámica,"August 17, 1995",Colombia,Killed,Murder,
https://cpj.org/data/people/ivan-safronov/,Ivan Safronov,Kommersant,"March 2, 2007",Russia,Killed,Murder,
https://cpj.org/data/people/ivo-pukanic/,Ivo Pukanic,Nacional,"October 23, 2008",Croatia,Killed,Murder,
https://cpj.org/data/people/ivo-standeker/,Ivo Standeker,Mladina,"June 17, 1992",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/izzet-kezer/,Izzet Kezer,Sabah,"March 23, 1992",Turkey,Killed,Dangerous Assignment,
https://cpj.org/data/people/jacinto-romero-flores/,Jacinto Romero Flores,Ori Stereo FM,"August 19, 2021",Mexico,Killed,Murder,
https://cpj.org/data/people/jagadish-babu/,Jagadish Babu,Eenadu Television (E-TV),"November 19, 1997",India,Killed,Dangerous Assignment,
https://cpj.org/data/people/jagendra-singh/,Jagendra Singh,Freelance,"June 8, 2015",India,Killed,Murder,
https://cpj.org/data/people/jaime-garzon/,Jaime Garzón,"Radionet, Caracol Noticias","August 13, 1999",Colombia,Killed,Murder,
https://cpj.org/data/people/jaime-rengifo-revero/,Jaime Rengifo Revero,Olímpica Radio,"April 29, 2003",Colombia,Killed,Murder,
https://cpj.org/data/people/jairo-elias-marquez-gallego/,Jairo Elías Márquez Gallego,El Marqués,"November 20, 1997",Colombia,Killed,Murder,
https://cpj.org/data/people/jairo-souza/,Jairo Souza,Rádio Pérola,"June 21, 2018",Brazil,Killed,Murder,
https://cpj.org/data/people/jalaa-al-abadi/,Jalaa al-Abadi,Nineveh Reporters Network,"July 15, 2015",Iraq,Killed,Murder,
https://cpj.org/data/people/jamal-abdul-nasser-sami/,Jamal Abdul-Nasser Sami,Salaheddin TV,"December 23, 2013",Iraq,Killed,Murder,
https://cpj.org/data/people/jamal-al-sharaabi/,Jamal al-Sharaabi,Al-Masdar,"March 18, 2011",Yemen,Killed,Dangerous Assignment,
https://cpj.org/data/people/jamal-al-zubaidi/,Jamal al-Zubaidi,As-Saffir and Al-Dustour,"February 24, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/jamal-farah-adan/,Jamal Farah Adan,Freelance,"March 1, 2021",Somalia,Killed,Murder,
https://cpj.org/data/people/jamal-khalifeh/,Jamal Khalifeh,Freelance,"April 1, 2015",Syria,Killed,Crossfire,
https://cpj.org/data/people/jamal-khashoggi/,Jamal Khashoggi,The Washington Post,"October 2, 2018",Saudi Arabia,Killed,Murder,
https://cpj.org/data/people/jamal-uddin/,Jamal Uddin,Gramer Kagoj,"June 15, 2012",Bangladesh,Killed,Murder,
https://cpj.org/data/people/james-brolan/,James Brolan,CBS,"May 29, 2006",Iraq,Killed,Crossfire,
https://cpj.org/data/people/james-foley/,James Foley,Freelance,August 2014,Syria,Killed,Murder,
https://cpj.org/data/people/james-miller/,James Miller,freelance,"May 2, 2003",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/james-ogogo/,James Ogogo,Concord Times,"January 8, 1999",Sierra Leone,Killed,Murder,
https://cpj.org/data/people/james-p-hunter/,James P. Hunter,"Fort Campbell Courier, U.S. military publications","June 24, 2010",Afghanistan,Killed,Crossfire,
